"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment"
"GO:0034109","GO:0034109","homotypic cell-cell adhesion",24,-0.281843787963446,-0.758502907117431,0.804928632426497,1,0.893943401216609,592,"tags=21%, list=18%, signal=17%","PF3D7_0412700/PF3D7_0712000/PF3D7_0712900/PF3D7_0711700/PF3D7_0617400"
"GO:0034110","GO:0034110","regulation of homotypic cell-cell adhesion",24,-0.281843787963446,-0.758502907117431,0.804928632426497,1,0.893943401216609,592,"tags=21%, list=18%, signal=17%","PF3D7_0412700/PF3D7_0712000/PF3D7_0712900/PF3D7_0711700/PF3D7_0617400"
"GO:0034117","GO:0034117","erythrocyte aggregation",24,-0.281843787963446,-0.758502907117431,0.804928632426497,1,0.893943401216609,592,"tags=21%, list=18%, signal=17%","PF3D7_0412700/PF3D7_0712000/PF3D7_0712900/PF3D7_0711700/PF3D7_0617400"
"GO:0034118","GO:0034118","regulation of erythrocyte aggregation",24,-0.281843787963446,-0.758502907117431,0.804928632426497,1,0.893943401216609,592,"tags=21%, list=18%, signal=17%","PF3D7_0412700/PF3D7_0712000/PF3D7_0712900/PF3D7_0711700/PF3D7_0617400"
"GO:0044003","GO:0044003","modification by symbiont of host morphology or physiology",24,-0.281843787963446,-0.758502907117431,0.804928632426497,1,0.893943401216609,592,"tags=21%, list=18%, signal=17%","PF3D7_0412700/PF3D7_0712000/PF3D7_0712900/PF3D7_0711700/PF3D7_0617400"
"GO:0044068","GO:0044068","modulation by symbiont of host cellular process",24,-0.281843787963446,-0.758502907117431,0.804928632426497,1,0.893943401216609,592,"tags=21%, list=18%, signal=17%","PF3D7_0412700/PF3D7_0712000/PF3D7_0712900/PF3D7_0711700/PF3D7_0617400"
"GO:0051817","GO:0051817","modification of morphology or physiology of other organism involved in symbiotic interaction",24,-0.281843787963446,-0.758502907117431,0.804928632426497,1,0.893943401216609,592,"tags=21%, list=18%, signal=17%","PF3D7_0412700/PF3D7_0712000/PF3D7_0712900/PF3D7_0711700/PF3D7_0617400"
"GO:0098609","GO:0098609","cell-cell adhesion",24,-0.281843787963446,-0.758502907117431,0.804928632426497,1,0.893943401216609,592,"tags=21%, list=18%, signal=17%","PF3D7_0412700/PF3D7_0712000/PF3D7_0712900/PF3D7_0711700/PF3D7_0617400"
"GO:0019438","GO:0019438","aromatic compound biosynthetic process",200,-0.254446725922432,-0.865276718293352,0.805602972185962,1,0.893943401216609,803,"tags=24%, list=24%, signal=20%","PF3D7_0420300/PF3D7_0413500/PF3D7_0522000/PF3D7_0613800/PF3D7_1224700/PF3D7_1458600/PF3D7_0517400/PF3D7_1328800/PF3D7_1241400/PF3D7_0621000/PF3D7_1440300/PF3D7_1337400/PF3D7_0802600/PF3D7_1220900/PF3D7_0630700/PF3D7_0501800/PF3D7_1449100/PF3D7_1141800/PF3D7_1443700/PF3D7_0305100/PF3D7_1307600/PF3D7_1242200/PF3D7_1205100/PF3D7_0714500/PF3D7_0703200/PF3D7_0919900/PF3D7_1138400/PF3D7_1445500/PF3D7_0628600/PF3D7_0111500/PF3D7_1472700/PF3D7_1108000/PF3D7_1209300/PF3D7_1146600/PF3D7_0711400/PF3D7_1437700/PF3D7_1451400/PF3D7_1464000/PF3D7_0407700/PF3D7_0910900/PF3D7_0716400/PF3D7_1439500/PF3D7_0416500/PF3D7_1245000/PF3D7_1463700/PF3D7_1231300/PF3D7_0313000/PF3D7_0409800/PF3D7_1460800"
"GO:0009247","GO:0009247","glycolipid biosynthetic process",10,-0.331483589065934,-0.739247162333369,0.808061153578874,1,0.893943401216609,501,"tags=60%, list=15%, signal=51%","PF3D7_1341600/PF3D7_1132800/PF3D7_1248600/PF3D7_1247300/PF3D7_1122100/PF3D7_0615300"
"GO:0046467","GO:0046467","membrane lipid biosynthetic process",10,-0.331483589065934,-0.739247162333369,0.808061153578874,1,0.893943401216609,501,"tags=60%, list=15%, signal=51%","PF3D7_1341600/PF3D7_1132800/PF3D7_1248600/PF3D7_1247300/PF3D7_1122100/PF3D7_0615300"
"GO:0006643","GO:0006643","membrane lipid metabolic process",11,-0.322979502043821,-0.739259329685219,0.808925890541832,1,0.893943401216609,501,"tags=55%, list=15%, signal=46%","PF3D7_1341600/PF3D7_1132800/PF3D7_1248600/PF3D7_1247300/PF3D7_1122100/PF3D7_0615300"
"GO:0006664","GO:0006664","glycolipid metabolic process",11,-0.322979502043821,-0.739259329685219,0.808925890541832,1,0.893943401216609,501,"tags=55%, list=15%, signal=46%","PF3D7_1341600/PF3D7_1132800/PF3D7_1248600/PF3D7_1247300/PF3D7_1122100/PF3D7_0615300"
"GO:1903509","GO:1903509","liposaccharide metabolic process",11,-0.322979502043821,-0.739259329685219,0.808925890541832,1,0.893943401216609,501,"tags=55%, list=15%, signal=46%","PF3D7_1341600/PF3D7_1132800/PF3D7_1248600/PF3D7_1247300/PF3D7_1122100/PF3D7_0615300"
"GO:0007017","GO:0007017","microtubule-based process",25,-0.279886707716224,-0.7579424873863,0.81263696128561,1,0.893943401216609,653,"tags=24%, list=20%, signal=19%","PF3D7_0607600/PF3D7_1251200/PF3D7_0317500/PF3D7_0729900/PF3D7_1202300/PF3D7_1443600"
"GO:0034660","GO:0034660","ncRNA metabolic process",71,0.189510031719612,0.865783324906677,0.812982998454405,1,0.893943401216609,433,"tags=18%, list=13%, signal=16%","PF3D7_0723700/PF3D7_1408900/PF3D7_1415800/PF3D7_1357200/PF3D7_1127100/PF3D7_0628800/PF3D7_1237600/PF3D7_0102900/PF3D7_1420400/PF3D7_1319300/PF3D7_1350100/PF3D7_1354300/PF3D7_1461900"
"GO:0031497","GO:0031497","chromatin assembly",14,-0.303688416269487,-0.732544440882539,0.816635908252043,1,0.893943401216609,701,"tags=29%, list=21%, signal=23%","PF3D7_0919000/PF3D7_0714000/PF3D7_1433300/PF3D7_1333700"
"GO:0006413","GO:0006413","translational initiation",45,-0.257716905977844,-0.770371208017683,0.820907253536941,1,0.893943401216609,957,"tags=27%, list=29%, signal=19%","PF3D7_0923500/PF3D7_1324600/PF3D7_0619200/PF3D7_1366900/PF3D7_1332200/PF3D7_0911100/PF3D7_1013900/PF3D7_0903300/PF3D7_1250600/PF3D7_0704100/PF3D7_1336200/PF3D7_0423300"
"GO:0006414","GO:0006414","translational elongation",20,-0.284748698593948,-0.73940368244328,0.821392659627954,1,0.893943401216609,466,"tags=35%, list=14%, signal=30%","PF3D7_1123400/PF3D7_0305000/PF3D7_1348300/PF3D7_0602400/PF3D7_1233000/PF3D7_1009000/PF3D7_0110100"
"GO:0020033","GO:0020033","antigenic variation",26,-0.270082210393872,-0.737402164395929,0.834298118668596,1,0.893943401216609,592,"tags=19%, list=18%, signal=16%","PF3D7_0412700/PF3D7_0712000/PF3D7_0712900/PF3D7_0711700/PF3D7_0617400"
"GO:0051809","GO:0051809","passive evasion of immune response of other organism involved in symbiotic interaction",26,-0.270082210393872,-0.737402164395929,0.834298118668596,1,0.893943401216609,592,"tags=19%, list=18%, signal=16%","PF3D7_0412700/PF3D7_0712000/PF3D7_0712900/PF3D7_0711700/PF3D7_0617400"
"GO:0019725","GO:0019725","cellular homeostasis",29,-0.265459243727353,-0.740062616899802,0.834616751569719,1,0.893943401216609,223,"tags=14%, list=7%, signal=13%","PF3D7_1472600/PF3D7_1242000/PF3D7_1134100/PF3D7_1345100"
"GO:0010564","GO:0010564","regulation of cell cycle process",18,-0.2855544861142,-0.725341475970449,0.837167689161554,1,0.893943401216609,807,"tags=22%, list=25%, signal=17%","PF3D7_0507700/PF3D7_1032500/PF3D7_1237000/PF3D7_1463700"
"GO:0006575","GO:0006575","cellular modified amino acid metabolic process",10,-0.316809886165216,-0.706523089142159,0.839749826268242,1,0.893943401216609,110,"tags=20%, list=3%, signal=19%","PF3D7_0630700/PF3D7_1245000"
"GO:0035821","GO:0035821","modification of morphology or physiology of other organism",25,-0.267532605595421,-0.724487169099589,0.845264183102021,1,0.893943401216609,592,"tags=20%, list=18%, signal=17%","PF3D7_0412700/PF3D7_0712000/PF3D7_0712900/PF3D7_0711700/PF3D7_0617400"
"GO:0006270","GO:0006270","DNA replication initiation",12,-0.302682884124717,-0.705516685531998,0.845748987854251,1,0.893943401216609,972,"tags=33%, list=30%, signal=24%","PF3D7_0527000/PF3D7_1417800/PF3D7_0705400/PF3D7_0705300"
"GO:0006397","GO:0006397","mRNA processing",54,-0.249137184247392,-0.7630518099392,0.845841562431424,1,0.893943401216609,323,"tags=11%, list=10%, signal=10%","PF3D7_1124400/PF3D7_1230800/PF3D7_0109200/PF3D7_1343900/PF3D7_1419900/PF3D7_0935000"
"GO:1901362","GO:1901362","organic cyclic compound biosynthetic process",207,-0.244811749174838,-0.833442797649152,0.857458341698454,1,0.893943401216609,803,"tags=23%, list=24%, signal=18%","PF3D7_0613800/PF3D7_1224700/PF3D7_1458600/PF3D7_0517400/PF3D7_1328800/PF3D7_1241400/PF3D7_0621000/PF3D7_1440300/PF3D7_1337400/PF3D7_0802600/PF3D7_1220900/PF3D7_0630700/PF3D7_0501800/PF3D7_1449100/PF3D7_1141800/PF3D7_1443700/PF3D7_0305100/PF3D7_1307600/PF3D7_1242200/PF3D7_1205100/PF3D7_0714500/PF3D7_0703200/PF3D7_0919900/PF3D7_1138400/PF3D7_1445500/PF3D7_0628600/PF3D7_0111500/PF3D7_1472700/PF3D7_1108000/PF3D7_1209300/PF3D7_1146600/PF3D7_0803600/PF3D7_0711400/PF3D7_1437700/PF3D7_1451400/PF3D7_1464000/PF3D7_0407700/PF3D7_0910900/PF3D7_0716400/PF3D7_1439500/PF3D7_0416500/PF3D7_1245000/PF3D7_1463700/PF3D7_1231300/PF3D7_0313000/PF3D7_0409800/PF3D7_1460800"
"GO:0006418","GO:0006418","tRNA aminoacylation for protein translation",31,0.201902281700499,0.773179881790935,0.858004018754186,1,0.893943401216609,433,"tags=19%, list=13%, signal=17%","PF3D7_1357200/PF3D7_0628800/PF3D7_0102900/PF3D7_1420400/PF3D7_1350100/PF3D7_1461900"
"GO:0043038","GO:0043038","amino acid activation",31,0.201902281700499,0.773179881790935,0.858004018754186,1,0.893943401216609,433,"tags=19%, list=13%, signal=17%","PF3D7_1357200/PF3D7_0628800/PF3D7_0102900/PF3D7_1420400/PF3D7_1350100/PF3D7_1461900"
"GO:0043039","GO:0043039","tRNA aminoacylation",31,0.201902281700499,0.773179881790935,0.858004018754186,1,0.893943401216609,433,"tags=19%, list=13%, signal=17%","PF3D7_1357200/PF3D7_0628800/PF3D7_0102900/PF3D7_1420400/PF3D7_1350100/PF3D7_1461900"
"GO:0006817","GO:0006817","phosphate ion transport",20,-0.271047132203837,-0.703824982016853,0.858220211161388,1,0.893943401216609,535,"tags=20%, list=16%, signal=17%","PF3D7_1026600/PF3D7_1422600/PF3D7_1019700/PF3D7_0607700"
"GO:0006364","GO:0006364","rRNA processing",23,-0.262191286362268,-0.700744464946811,0.862271780419066,1,0.893943401216609,1079,"tags=39%, list=33%, signal=26%","PF3D7_1032000/PF3D7_1405800/PF3D7_0803100/PF3D7_1350700/PF3D7_0521500/PF3D7_0931100/PF3D7_1445500/PF3D7_0420200/PF3D7_1129400"
"GO:0016072","GO:0016072","rRNA metabolic process",23,-0.262191286362268,-0.700744464946811,0.862271780419066,1,0.893943401216609,1079,"tags=39%, list=33%, signal=26%","PF3D7_1032000/PF3D7_1405800/PF3D7_0803100/PF3D7_1350700/PF3D7_0521500/PF3D7_0931100/PF3D7_1445500/PF3D7_0420200/PF3D7_1129400"
"GO:0009607","GO:0009607","response to biotic stimulus",27,-0.258299734144823,-0.710601902654875,0.864874594983799,1,0.893943401216609,592,"tags=19%, list=18%, signal=15%","PF3D7_0412700/PF3D7_0712000/PF3D7_0712900/PF3D7_0711700/PF3D7_0617400"
"GO:0043207","GO:0043207","response to external biotic stimulus",27,-0.258299734144823,-0.710601902654875,0.864874594983799,1,0.893943401216609,592,"tags=19%, list=18%, signal=15%","PF3D7_0412700/PF3D7_0712000/PF3D7_0712900/PF3D7_0711700/PF3D7_0617400"
"GO:0051707","GO:0051707","response to other organism",27,-0.258299734144823,-0.710601902654875,0.864874594983799,1,0.893943401216609,592,"tags=19%, list=18%, signal=15%","PF3D7_0412700/PF3D7_0712000/PF3D7_0712900/PF3D7_0711700/PF3D7_0617400"
"GO:0051805","GO:0051805","evasion or tolerance of immune response of other organism involved in symbiotic interaction",27,-0.258299734144823,-0.710601902654875,0.864874594983799,1,0.893943401216609,592,"tags=19%, list=18%, signal=15%","PF3D7_0412700/PF3D7_0712000/PF3D7_0712900/PF3D7_0711700/PF3D7_0617400"
"GO:0051807","GO:0051807","evasion or tolerance of defense response of other organism involved in symbiotic interaction",27,-0.258299734144823,-0.710601902654875,0.864874594983799,1,0.893943401216609,592,"tags=19%, list=18%, signal=15%","PF3D7_0412700/PF3D7_0712000/PF3D7_0712900/PF3D7_0711700/PF3D7_0617400"
"GO:0051832","GO:0051832","avoidance of defenses of other organism involved in symbiotic interaction",27,-0.258299734144823,-0.710601902654875,0.864874594983799,1,0.893943401216609,592,"tags=19%, list=18%, signal=15%","PF3D7_0412700/PF3D7_0712000/PF3D7_0712900/PF3D7_0711700/PF3D7_0617400"
"GO:0051834","GO:0051834","evasion or tolerance of defenses of other organism involved in symbiotic interaction",27,-0.258299734144823,-0.710601902654875,0.864874594983799,1,0.893943401216609,592,"tags=19%, list=18%, signal=15%","PF3D7_0412700/PF3D7_0712000/PF3D7_0712900/PF3D7_0711700/PF3D7_0617400"
"GO:0052173","GO:0052173","response to defenses of other organism involved in symbiotic interaction",27,-0.258299734144823,-0.710601902654875,0.864874594983799,1,0.893943401216609,592,"tags=19%, list=18%, signal=15%","PF3D7_0412700/PF3D7_0712000/PF3D7_0712900/PF3D7_0711700/PF3D7_0617400"
"GO:0052564","GO:0052564","response to immune response of other organism involved in symbiotic interaction",27,-0.258299734144823,-0.710601902654875,0.864874594983799,1,0.893943401216609,592,"tags=19%, list=18%, signal=15%","PF3D7_0412700/PF3D7_0712000/PF3D7_0712900/PF3D7_0711700/PF3D7_0617400"
"GO:0015698","GO:0015698","inorganic anion transport",21,-0.263893819515632,-0.692381049171508,0.869451371571072,1,0.893943401216609,535,"tags=19%, list=16%, signal=16%","PF3D7_1026600/PF3D7_1422600/PF3D7_1019700/PF3D7_0607700"
"GO:0018130","GO:0018130","heterocycle biosynthetic process",204,-0.241534850860431,-0.821652865788439,0.870847967887607,1,0.893943401216609,803,"tags=23%, list=24%, signal=18%","PF3D7_0613800/PF3D7_1224700/PF3D7_1458600/PF3D7_0517400/PF3D7_1328800/PF3D7_1241400/PF3D7_0621000/PF3D7_1440300/PF3D7_1337400/PF3D7_0802600/PF3D7_1220900/PF3D7_0630700/PF3D7_0501800/PF3D7_1449100/PF3D7_1141800/PF3D7_1443700/PF3D7_0305100/PF3D7_1307600/PF3D7_1242200/PF3D7_1205100/PF3D7_0714500/PF3D7_0703200/PF3D7_0919900/PF3D7_1138400/PF3D7_1445500/PF3D7_0628600/PF3D7_0111500/PF3D7_1472700/PF3D7_1108000/PF3D7_1209300/PF3D7_1146600/PF3D7_0711400/PF3D7_1437700/PF3D7_1451400/PF3D7_1464000/PF3D7_0407700/PF3D7_0910900/PF3D7_0716400/PF3D7_1439500/PF3D7_0416500/PF3D7_1245000/PF3D7_1463700/PF3D7_1231300/PF3D7_0313000/PF3D7_0409800/PF3D7_1460800"
"GO:0046486","GO:0046486","glycerolipid metabolic process",22,-0.261855869039177,-0.693339040586447,0.871585712520084,1,0.893943401216609,501,"tags=36%, list=15%, signal=31%","PF3D7_0705500/PF3D7_1124600/PF3D7_1247300/PF3D7_0515300/PF3D7_1122100/PF3D7_0419900/PF3D7_0615300/PF3D7_1412400"
"GO:0016071","GO:0016071","mRNA metabolic process",59,-0.234329974567093,-0.725919476538555,0.887273516328523,1,0.893943401216609,323,"tags=10%, list=10%, signal=9%","PF3D7_1124400/PF3D7_1230800/PF3D7_0109200/PF3D7_1343900/PF3D7_1419900/PF3D7_0935000"
"GO:0032502","GO:0032502","developmental process",11,-0.281034486641289,-0.643252481653406,0.897365906919612,1,0.893943401216609,162,"tags=36%, list=5%, signal=35%","PF3D7_0934800/PF3D7_1005100/PF3D7_1445400/PF3D7_0818600"
"GO:0016070","GO:0016070","RNA metabolic process",299,-0.241196191765902,-0.831025791612699,0.897448724362181,1,0.893943401216609,803,"tags=23%, list=24%, signal=19%","PF3D7_0613800/PF3D7_1224700/PF3D7_1458600/PF3D7_1452700/PF3D7_0517400/PF3D7_1336900/PF3D7_1328800/PF3D7_1241400/PF3D7_0722100/PF3D7_0621000/PF3D7_0521500/PF3D7_0323700/PF3D7_1337400/PF3D7_1220900/PF3D7_0501800/PF3D7_0311200/PF3D7_0620500/PF3D7_1449100/PF3D7_1141800/PF3D7_1337900/PF3D7_1402200/PF3D7_0405000/PF3D7_1235900/PF3D7_0305100/PF3D7_1307600/PF3D7_0612600/PF3D7_1242200/PF3D7_1205100/PF3D7_0714500/PF3D7_0703200/PF3D7_0723900/PF3D7_0931100/PF3D7_0913900/PF3D7_0919900/PF3D7_0606500/PF3D7_1445500/PF3D7_0628600/PF3D7_1472700/PF3D7_1108000/PF3D7_1209300/PF3D7_0420200/PF3D7_1129400/PF3D7_0623700/PF3D7_1124400/PF3D7_1230800/PF3D7_1146600/PF3D7_0711400/PF3D7_1227900/PF3D7_1428100/PF3D7_1202000/PF3D7_1451400/PF3D7_0109200/PF3D7_1216000/PF3D7_0525600/PF3D7_1464000/PF3D7_0407700/PF3D7_1343900/PF3D7_0910900/PF3D7_1419900/PF3D7_0716400/PF3D7_1439500/PF3D7_0416500/PF3D7_1463700/PF3D7_1231300/PF3D7_0313000/PF3D7_0409800/PF3D7_0935000/PF3D7_1460800"
"GO:0010608","GO:0010608","posttranscriptional regulation of gene expression",21,-0.247952767958185,-0.650556340951738,0.908104738154613,1,0.893943401216609,507,"tags=14%, list=15%, signal=12%","PF3D7_0723900/PF3D7_1009000/PF3D7_0410600"
"GO:1901360","GO:1901360","organic cyclic compound metabolic process",495,-0.245566664013121,-0.855299487813267,0.9138,1,0.893943401216609,793,"tags=23%, list=24%, signal=20%","PF3D7_1224700/PF3D7_1458600/PF3D7_1452700/PF3D7_0517400/PF3D7_1336900/PF3D7_1106000/PF3D7_1328800/PF3D7_1241400/PF3D7_1223300/PF3D7_0722100/PF3D7_0621000/PF3D7_0521500/PF3D7_1029900/PF3D7_0323700/PF3D7_0910500/PF3D7_1440300/PF3D7_1337400/PF3D7_0112000/PF3D7_0802600/PF3D7_1220900/PF3D7_0630700/PF3D7_1433500/PF3D7_0501800/PF3D7_0311200/PF3D7_0620500/PF3D7_1449100/PF3D7_1141800/PF3D7_0705400/PF3D7_1337900/PF3D7_1031300/PF3D7_1443700/PF3D7_1402200/PF3D7_0405000/PF3D7_1235900/PF3D7_0305100/PF3D7_0503200/PF3D7_1307600/PF3D7_1235500/PF3D7_0612600/PF3D7_1242200/PF3D7_1205100/PF3D7_0714500/PF3D7_0703200/PF3D7_1003700/PF3D7_0206000/PF3D7_0723900/PF3D7_0218000/PF3D7_1014000/PF3D7_0931100/PF3D7_1308800/PF3D7_0913900/PF3D7_0919900/PF3D7_1431600/PF3D7_0317400/PF3D7_1427500/PF3D7_1412000/PF3D7_1138400/PF3D7_0606500/PF3D7_1445500/PF3D7_0831800/PF3D7_0408500/PF3D7_0628600/PF3D7_0111500/PF3D7_1472700/PF3D7_1108000/PF3D7_1209300/PF3D7_0625300/PF3D7_1123800/PF3D7_0420200/PF3D7_1129400/PF3D7_0623700/PF3D7_1124400/PF3D7_1230800/PF3D7_1146600/PF3D7_0803600/PF3D7_0711400/PF3D7_1368300/PF3D7_1227900/PF3D7_0917500/PF3D7_1428100/PF3D7_1437700/PF3D7_1202000/PF3D7_1451400/PF3D7_0109200/PF3D7_1216000/PF3D7_1107100/PF3D7_0705300/PF3D7_1405400/PF3D7_1455300/PF3D7_0525600/PF3D7_1464000/PF3D7_0407700/PF3D7_1343900/PF3D7_0910900/PF3D7_1419900/PF3D7_0716400/PF3D7_1439500/PF3D7_1349100/PF3D7_0709500/PF3D7_0215800/PF3D7_0416500/PF3D7_1245000/PF3D7_1463700/PF3D7_0614800/PF3D7_1231300/PF3D7_0313000/PF3D7_1411300/PF3D7_0216800/PF3D7_0409800/PF3D7_0935000/PF3D7_1362500/PF3D7_1460800"
"GO:0042592","GO:0042592","homeostatic process",32,-0.234304135345831,-0.664050288329262,0.916539678818427,1,0.893943401216609,223,"tags=19%, list=7%, signal=18%","PF3D7_1306600/PF3D7_1328800/PF3D7_1472600/PF3D7_1242000/PF3D7_1134100/PF3D7_1345100"
"GO:0006139","GO:0006139","nucleobase-containing compound metabolic process",473,-0.243877375991958,-0.848932260597348,0.9176,1,0.893943401216609,808,"tags=23%, list=25%, signal=20%","PF3D7_0508800/PF3D7_0613800/PF3D7_1224700/PF3D7_1458600/PF3D7_1452700/PF3D7_0517400/PF3D7_1336900/PF3D7_1106000/PF3D7_1328800/PF3D7_1241400/PF3D7_1223300/PF3D7_0722100/PF3D7_0621000/PF3D7_0521500/PF3D7_1029900/PF3D7_0323700/PF3D7_0910500/PF3D7_1337400/PF3D7_0112000/PF3D7_0802600/PF3D7_1220900/PF3D7_0630700/PF3D7_1433500/PF3D7_0501800/PF3D7_0311200/PF3D7_0620500/PF3D7_1449100/PF3D7_1141800/PF3D7_0705400/PF3D7_1337900/PF3D7_1031300/PF3D7_1443700/PF3D7_1402200/PF3D7_0405000/PF3D7_1235900/PF3D7_0305100/PF3D7_0503200/PF3D7_1307600/PF3D7_1235500/PF3D7_0612600/PF3D7_1242200/PF3D7_1205100/PF3D7_0714500/PF3D7_0703200/PF3D7_1003700/PF3D7_0206000/PF3D7_0723900/PF3D7_0218000/PF3D7_1014000/PF3D7_0931100/PF3D7_1308800/PF3D7_0913900/PF3D7_0919900/PF3D7_1431600/PF3D7_0317400/PF3D7_1427500/PF3D7_1412000/PF3D7_1138400/PF3D7_0606500/PF3D7_1445500/PF3D7_0408500/PF3D7_0628600/PF3D7_0111500/PF3D7_1472700/PF3D7_1108000/PF3D7_1209300/PF3D7_0625300/PF3D7_1123800/PF3D7_0420200/PF3D7_1129400/PF3D7_0623700/PF3D7_1124400/PF3D7_1230800/PF3D7_1146600/PF3D7_0711400/PF3D7_1368300/PF3D7_1227900/PF3D7_0917500/PF3D7_1428100/PF3D7_1437700/PF3D7_1202000/PF3D7_1451400/PF3D7_0109200/PF3D7_1216000/PF3D7_1107100/PF3D7_0705300/PF3D7_1405400/PF3D7_1455300/PF3D7_0525600/PF3D7_1464000/PF3D7_0407700/PF3D7_1343900/PF3D7_0910900/PF3D7_1419900/PF3D7_0716400/PF3D7_1439500/PF3D7_1349100/PF3D7_0709500/PF3D7_0215800/PF3D7_0416500/PF3D7_1463700/PF3D7_0614800/PF3D7_1231300/PF3D7_0313000/PF3D7_1411300/PF3D7_0409800/PF3D7_0935000/PF3D7_1362500/PF3D7_1460800"
"GO:0044085","GO:0044085","cellular component biogenesis",92,-0.221203249172889,-0.718136660214728,0.918803418803419,1,0.893943401216609,404,"tags=12%, list=12%, signal=11%","PF3D7_1445500/PF3D7_0420200/PF3D7_1129400/PF3D7_0630500/PF3D7_1410900/PF3D7_1216300/PF3D7_0528500/PF3D7_0215800/PF3D7_0910800/PF3D7_1333700/PF3D7_1443600"
"GO:0006725","GO:0006725","cellular aromatic compound metabolic process",490,-0.242606874907668,-0.844890375824571,0.926,1,0.893943401216609,793,"tags=23%, list=24%, signal=20%","PF3D7_0508800/PF3D7_0613800/PF3D7_1224700/PF3D7_1458600/PF3D7_1452700/PF3D7_0517400/PF3D7_1336900/PF3D7_1106000/PF3D7_1328800/PF3D7_1241400/PF3D7_1223300/PF3D7_0722100/PF3D7_0621000/PF3D7_0521500/PF3D7_1029900/PF3D7_0323700/PF3D7_0910500/PF3D7_1440300/PF3D7_1337400/PF3D7_0112000/PF3D7_0802600/PF3D7_1220900/PF3D7_0630700/PF3D7_1433500/PF3D7_0501800/PF3D7_0311200/PF3D7_0620500/PF3D7_1449100/PF3D7_1141800/PF3D7_0705400/PF3D7_1337900/PF3D7_1031300/PF3D7_1443700/PF3D7_1402200/PF3D7_0405000/PF3D7_1235900/PF3D7_0305100/PF3D7_0503200/PF3D7_1307600/PF3D7_1235500/PF3D7_0612600/PF3D7_1242200/PF3D7_1205100/PF3D7_0714500/PF3D7_0703200/PF3D7_1003700/PF3D7_0206000/PF3D7_0723900/PF3D7_0218000/PF3D7_1014000/PF3D7_0931100/PF3D7_1308800/PF3D7_0913900/PF3D7_0919900/PF3D7_1431600/PF3D7_0317400/PF3D7_1427500/PF3D7_1412000/PF3D7_1138400/PF3D7_0606500/PF3D7_1445500/PF3D7_0831800/PF3D7_0408500/PF3D7_0628600/PF3D7_0111500/PF3D7_1472700/PF3D7_1108000/PF3D7_1209300/PF3D7_0625300/PF3D7_1123800/PF3D7_0420200/PF3D7_1129400/PF3D7_0623700/PF3D7_1124400/PF3D7_1230800/PF3D7_1146600/PF3D7_0711400/PF3D7_1368300/PF3D7_1227900/PF3D7_0917500/PF3D7_1428100/PF3D7_1437700/PF3D7_1202000/PF3D7_1451400/PF3D7_0109200/PF3D7_1216000/PF3D7_1107100/PF3D7_0705300/PF3D7_1405400/PF3D7_1455300/PF3D7_0525600/PF3D7_1464000/PF3D7_0407700/PF3D7_1343900/PF3D7_0910900/PF3D7_1419900/PF3D7_0716400/PF3D7_1439500/PF3D7_1349100/PF3D7_0709500/PF3D7_0215800/PF3D7_0416500/PF3D7_1245000/PF3D7_1463700/PF3D7_0614800/PF3D7_1231300/PF3D7_0313000/PF3D7_1411300/PF3D7_0409800/PF3D7_0935000/PF3D7_1362500/PF3D7_1460800"
"GO:0050896","GO:0050896","response to stimulus",225,-0.226229434957586,-0.772314843023322,0.933527170643674,1,0.893943401216609,814,"tags=24%, list=25%, signal=19%","PF3D7_1316200/PF3D7_0507700/PF3D7_1032500/PF3D7_1106000/PF3D7_0113700/PF3D7_1246800/PF3D7_1007200/PF3D7_1459400/PF3D7_0910500/PF3D7_0207400/PF3D7_0515300/PF3D7_1438100/PF3D7_1337400/PF3D7_0802600/PF3D7_0207800/PF3D7_1110100/PF3D7_1031300/PF3D7_1443900/PF3D7_0412700/PF3D7_0712000/PF3D7_0208000/PF3D7_1003700/PF3D7_0712900/PF3D7_0206000/PF3D7_1144900/PF3D7_0207500/PF3D7_0217500/PF3D7_0903300/PF3D7_1218300/PF3D7_1427500/PF3D7_1237000/PF3D7_1337800/PF3D7_0920500/PF3D7_1138400/PF3D7_0408500/PF3D7_0628600/PF3D7_0419900/PF3D7_0711700/PF3D7_1123800/PF3D7_1356400/PF3D7_1417400/PF3D7_1368300/PF3D7_0917500/PF3D7_1451000/PF3D7_1405400/PF3D7_0207600/PF3D7_1455300/PF3D7_1412800/PF3D7_0709500/PF3D7_1034700/PF3D7_0614800/PF3D7_1411300/PF3D7_0617400"
"GO:0000377","GO:0000377","RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",31,-0.223416901802366,-0.630083962437009,0.938535668116112,1,0.893943401216609,322,"tags=10%, list=10%, signal=9%","PF3D7_1230800/PF3D7_1343900/PF3D7_0935000"
"GO:0000398","GO:0000398","mRNA splicing, via spliceosome",31,-0.223416901802366,-0.630083962437009,0.938535668116112,1,0.893943401216609,322,"tags=10%, list=10%, signal=9%","PF3D7_1230800/PF3D7_1343900/PF3D7_0935000"
